ID,age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
EXT3426,40,Unemployed,Website,High,2,1763,2.126,Phone Activity,No,No,No,No,No,1
EXT3427,32,Unemployed,Website,Medium,6,2126,1.967,Email Activity,No,No,No,No,No,1
EXT3428,30,Professional,Mobile App,Medium,1,376,2.137,Phone Activity,No,No,No,Yes,No,0
EXT3429,57,Professional,Website,Medium,9,388,2.137,Email Activity,No,No,No,No,No,0
EXT3430,37,Professional,Mobile App,High,1,355,5.3,Email Activity,No,Yes,No,No,No,0
EXT3431,21,Student,Website,High,2,1631,2.167,Email Activity,No,No,No,No,No,0
EXT3432,34,Professional,Website,Medium,1,348,0.132,Email Activity,No,No,No,No,No,0
EXT3433,51,Professional,Mobile App,Medium,1,19,2.105,Email Activity,No,No,Yes,No,No,0
EXT3434,56,Professional,Website,High,1,71,4.913,Phone Activity,Yes,No,No,No,No,1
EXT3435,31,Professional,Website,High,5,313,3.632,Phone Activity,No,No,No,No,No,1
EXT3436,58,Professional,Website,High,6,1985,3.041,Email Activity,Yes,No,No,No,No,1
EXT3437,41,Professional,Mobile App,Medium,6,2294,0.176,Phone Activity,No,No,No,No,No,0
EXT3438,30,Professional,Website,Medium,2,14,9.947,Website Activity,Yes,No,No,No,No,0
EXT3439,59,Professional,Mobile App,High,1,72,1.994,Phone Activity,No,No,No,No,No,0
EXT3440,57,Professional,Website,High,2,1952,2.054,Phone Activity,No,No,No,No,No,0
EXT3441,58,Professional,Mobile App,High,2,537,5.527,Phone Activity,No,No,Yes,Yes,No,0
EXT3442,57,Professional,Mobile App,High,0,0,0,Email Activity,No,No,No,Yes,No,0
EXT3443,23,Student,Mobile App,High,10,517,2.25,Website Activity,No,No,No,No,No,0
EXT3444,56,Unemployed,Website,Medium,5,342,0.188,Phone Activity,No,No,No,No,No,0
EXT3445,35,Professional,Website,Medium,1,2109,2.295,Website Activity,No,No,No,No,No,1
EXT3446,59,Unemployed,Mobile App,Medium,3,413,2.852,Email Activity,No,No,No,No,No,0
EXT3447,60,Professional,Website,High,6,419,2.208,Phone Activity,No,No,No,Yes,No,1
EXT3448,60,Professional,Website,Medium,4,543,0.092,Email Activity,No,No,No,No,No,1
EXT3449,55,Unemployed,Website,High,2,660,0.184,Email Activity,No,No,No,No,No,1
EXT3450,58,Professional,Website,Medium,1,361,3.823,Website Activity,No,No,No,No,No,0
EXT3451,60,Professional,Mobile App,Medium,3,85,2.339,Email Activity,No,No,No,No,No,0
EXT3452,56,Unemployed,Website,High,3,1937,2.229,Website Activity,No,No,No,No,No,1
EXT3453,42,Professional,Website,High,4,86,0.217,Email Activity,No,No,No,No,No,1
EXT3454,24,Student,Mobile App,Medium,2,343,2.034,Email Activity,No,No,No,Yes,No,0
EXT3455,57,Professional,Website,Medium,7,1802,0,Email Activity,No,No,No,Yes,No,1
EXT3456,51,Professional,Website,High,5,74,3.399,Email Activity,No,No,No,No,No,1
EXT3457,58,Professional,Mobile App,High,0,0,0,Phone Activity,No,No,No,No,No,0
EXT3458,58,Professional,Mobile App,High,6,2003,3.327,Phone Activity,No,No,No,Yes,No,0
EXT3459,32,Unemployed,Website,Medium,5,375,4.958,Website Activity,No,No,No,No,No,0
EXT3460,47,Unemployed,Website,Medium,1,612,2.038,Phone Activity,Yes,No,No,No,No,0
EXT3461,56,Unemployed,Mobile App,High,5,330,5.55,Website Activity,No,No,No,No,No,0
EXT3462,33,Unemployed,Website,High,4,617,3.594,Website Activity,No,No,No,No,No,1
EXT3463,57,Professional,Website,Medium,1,2047,5.584,Email Activity,No,No,No,No,No,1
EXT3464,40,Professional,Website,Medium,3,330,4.054,Email Activity,No,No,No,No,No,0
EXT3465,62,Unemployed,Website,Medium,1,1697,3.873,Website Activity,No,No,No,No,No,1
EXT3466,46,Unemployed,Website,High,4,230,6.856,Website Activity,No,No,No,No,No,0
EXT3467,40,Professional,Mobile App,High,12,72,4.175,Phone Activity,No,No,No,Yes,No,0
EXT3468,63,Unemployed,Mobile App,High,8,445,3.615,Website Activity,No,No,No,Yes,No,1
EXT3469,40,Professional,Website,High,7,281,3.484,Phone Activity,No,No,No,No,Yes,0
EXT3470,34,Professional,Website,High,1,2132,0.237,Email Activity,No,No,Yes,No,No,1
EXT3471,34,Professional,Mobile App,Medium,3,56,2.342,Email Activity,No,No,No,No,No,0
EXT3472,60,Unemployed,Website,Medium,5,324,5.542,Email Activity,Yes,No,No,No,No,0
EXT3473,50,Unemployed,Mobile App,High,5,1247,5.22,Email Activity,No,No,No,Yes,No,0
EXT3474,56,Professional,Mobile App,Medium,9,1138,1.89,Email Activity,No,No,No,No,No,0
EXT3475,57,Professional,Mobile App,High,1,1811,2.922,Phone Activity,No,Yes,No,No,No,1
EXT3476,41,Professional,Website,Medium,5,728,2.088,Website Activity,No,No,No,No,No,1
EXT3477,58,Unemployed,Website,High,1,1544,2.112,Website Activity,Yes,Yes,No,No,No,1
EXT3478,58,Unemployed,Mobile App,Medium,7,239,2.118,Email Activity,No,No,No,No,No,0
EXT3479,56,Professional,Mobile App,Medium,3,1247,3.22,Email Activity,No,No,No,No,No,0
EXT3480,47,Unemployed,Website,High,2,1766,2.169,Website Activity,No,No,No,No,No,1
EXT3481,59,Professional,Mobile App,High,1,88,3.936,Website Activity,No,No,No,No,No,0
EXT3482,55,Professional,Website,Medium,8,2282,6.971,Email Activity,No,Yes,No,Yes,No,1
EXT3483,56,Professional,Website,Medium,2,672,2.026,Website Activity,No,No,Yes,No,No,1
EXT3484,57,Professional,Website,High,1,1,4.129,Phone Activity,No,No,No,No,No,1
EXT3485,24,Student,Mobile App,High,4,191,5.413,Website Activity,No,No,Yes,No,No,0
EXT3486,36,Professional,Website,Medium,4,70,2.146,Website Activity,No,No,No,No,No,0
EXT3487,24,Student,Website,Medium,3,78,2.586,Email Activity,No,No,No,Yes,No,0
EXT3488,43,Unemployed,Website,Medium,2,285,4.334,Email Activity,No,No,No,No,No,0
EXT3489,33,Unemployed,Mobile App,Medium,4,512,3.598,Email Activity,No,No,Yes,No,No,0
EXT3490,59,Unemployed,Website,Medium,5,675,2.152,Phone Activity,No,No,Yes,No,No,0
EXT3491,60,Unemployed,Mobile App,Medium,11,1092,2.21,Website Activity,No,No,No,No,No,0
EXT3492,56,Professional,Website,High,1,86,2.075,Email Activity,No,No,No,No,No,1
EXT3493,57,Professional,Mobile App,High,2,307,0.171,Phone Activity,No,No,No,No,No,0
EXT3494,33,Professional,Mobile App,High,2,96,5.032,Email Activity,No,No,No,Yes,No,0
EXT3495,57,Unemployed,Mobile App,High,2,643,4.313,Email Activity,No,No,No,No,No,0
EXT3496,29,Professional,Website,High,2,407,3.571,Website Activity,No,No,No,No,No,0
EXT3497,59,Professional,Website,Medium,5,64,2.193,Email Activity,No,No,No,No,No,0
EXT3498,28,Professional,Website,High,6,2264,5.445,Website Activity,No,No,No,Yes,No,1
EXT3499,32,Unemployed,Mobile App,Medium,2,99,7.061,Website Activity,No,No,No,No,No,0
EXT3500,59,Professional,Mobile App,High,6,89,3.096,Email Activity,No,No,No,No,No,0
EXT3501,58,Professional,Mobile App,Medium,2,530,4.262,Website Activity,No,No,No,No,No,0
EXT3502,63,Unemployed,Website,Medium,3,293,2.259,Website Activity,No,No,No,No,No,0
EXT3503,32,Unemployed,Mobile App,High,2,1064,2.252,Phone Activity,No,No,No,Yes,No,1
EXT3504,19,Student,Mobile App,High,2,99,2.02,Email Activity,No,No,No,No,No,0
EXT3505,60,Unemployed,Mobile App,Medium,2,1041,6.262,Website Activity,No,No,No,No,No,1
EXT3506,56,Professional,Website,High,2,2051,0.094,Phone Activity,Yes,No,Yes,No,No,1
EXT3507,56,Professional,Mobile App,Medium,4,1563,2.073,Email Activity,No,No,No,No,No,0
EXT3508,53,Unemployed,Website,High,2,338,2.059,Website Activity,No,No,No,No,No,0
EXT3509,31,Professional,Mobile App,High,3,210,2.223,Phone Activity,No,No,No,No,Yes,0
EXT3510,34,Professional,Mobile App,Medium,3,400,3.763,Email Activity,No,No,No,No,No,0
EXT3511,57,Professional,Website,Medium,5,379,3.376,Website Activity,No,No,No,No,No,0
EXT3512,24,Student,Website,Low,5,184,5.464,Website Activity,No,No,No,No,No,0
EXT3513,33,Professional,Website,Medium,4,563,4.316,Website Activity,Yes,No,No,No,No,1
EXT3514,33,Professional,Mobile App,High,3,275,3.84,Website Activity,No,No,Yes,No,No,0
EXT3515,49,Unemployed,Website,Medium,8,70,3.884,Email Activity,No,No,No,No,No,0
EXT3516,56,Professional,Website,Medium,5,245,2.844,Phone Activity,No,No,Yes,No,No,0
EXT3517,43,Professional,Mobile App,Medium,2,1914,2.925,Website Activity,No,No,Yes,Yes,No,1
EXT3518,58,Professional,Mobile App,Low,4,122,2.119,Website Activity,No,No,No,No,No,0
EXT3519,40,Professional,Mobile App,Medium,3,385,2.219,Phone Activity,No,No,No,No,No,0
EXT3520,46,Unemployed,Website,Medium,4,261,2.146,Website Activity,No,No,No,No,No,0
EXT3521,58,Professional,Mobile App,Medium,3,376,2.045,Phone Activity,No,No,No,No,No,0
EXT3522,51,Unemployed,Mobile App,High,13,1772,3.157,Phone Activity,No,No,No,Yes,No,1
EXT3523,20,Student,Mobile App,High,3,431,3.388,Email Activity,Yes,No,No,No,No,0
EXT3524,32,Unemployed,Mobile App,High,2,2034,0.12,Email Activity,No,No,No,No,No,0
EXT3525,60,Professional,Website,High,3,988,2.071,Email Activity,No,No,No,No,No,1
EXT3526,58,Professional,Mobile App,High,9,214,2.187,Email Activity,No,No,No,No,No,0
EXT3527,45,Unemployed,Website,High,2,2240,2.174,Website Activity,No,No,No,No,No,1
EXT3528,48,Professional,Website,Medium,9,1703,0.243,Email Activity,No,No,Yes,No,No,1
EXT3529,60,Unemployed,Mobile App,High,3,300,3.552,Phone Activity,No,No,No,No,No,0
EXT3530,56,Professional,Website,High,1,307,2.039,Email Activity,No,No,No,Yes,No,1
EXT3531,58,Unemployed,Website,Medium,1,630,0.281,Email Activity,No,No,No,No,No,0
EXT3532,32,Professional,Website,High,2,63,13.007,Phone Activity,No,No,No,No,No,1
EXT3533,41,Professional,Website,High,7,34,7.379,Phone Activity,Yes,Yes,No,Yes,No,1
EXT3534,57,Professional,Mobile App,Medium,4,1811,1.725,Email Activity,No,No,No,Yes,No,0
EXT3535,54,Unemployed,Website,Medium,3,1871,7.621,Email Activity,No,No,No,No,No,1
EXT3536,44,Professional,Website,Medium,1,295,5.636,Email Activity,No,No,No,No,No,0
EXT3537,18,Student,Website,Medium,2,72,4.478,Website Activity,Yes,No,No,No,No,0
EXT3538,29,Professional,Website,High,3,1,3.628,Email Activity,Yes,No,No,No,No,1
EXT3539,52,Professional,Mobile App,Medium,8,587,2.894,Email Activity,No,No,No,No,No,0
EXT3540,47,Unemployed,Website,High,3,724,2.934,Website Activity,No,No,No,No,No,1
EXT3541,37,Unemployed,Website,Medium,4,351,3.849,Email Activity,No,No,No,No,No,0
EXT3542,60,Professional,Mobile App,High,4,142,5.81,Phone Activity,No,No,Yes,Yes,No,0
EXT3543,44,Professional,Website,High,5,1797,3.594,Email Activity,No,No,No,No,No,1
EXT3544,22,Student,Website,High,2,18,2.247,Website Activity,No,No,No,No,No,0
EXT3545,59,Professional,Website,Medium,6,1929,4.953,Phone Activity,Yes,No,No,No,No,0
EXT3546,20,Student,Website,High,0,0,0,Phone Activity,No,No,No,No,No,0
EXT3547,56,Professional,Website,High,8,245,2.133,Email Activity,No,No,No,No,No,1
EXT3548,36,Unemployed,Website,High,7,890,4.789,Website Activity,No,Yes,No,No,No,1
EXT3549,24,Student,Website,Medium,2,71,3.311,Email Activity,No,No,No,No,No,0
EXT3550,58,Professional,Website,High,5,2367,2.64,Phone Activity,No,No,Yes,No,No,1
EXT3551,59,Professional,Website,High,2,583,3.797,Website Activity,No,No,No,No,No,1
EXT3552,34,Professional,Website,High,7,1221,0.148,Email Activity,No,No,No,No,No,1
EXT3553,50,Unemployed,Mobile App,Low,2,442,2.142,Email Activity,No,Yes,No,Yes,No,0
EXT3554,51,Professional,Website,High,1,352,0.21,Email Activity,No,No,No,No,No,1
EXT3555,62,Unemployed,Mobile App,High,5,354,0.256,Email Activity,No,No,No,No,No,0
EXT3556,50,Professional,Website,High,1,2312,5.119,Phone Activity,No,No,No,No,No,1
EXT3557,19,Student,Website,High,3,81,0.264,Phone Activity,No,No,No,No,No,0
EXT3558,43,Professional,Website,Medium,4,349,2.184,Email Activity,No,No,Yes,No,No,0
EXT3559,54,Unemployed,Website,Medium,0,0,0,Email Activity,No,No,No,No,No,0
EXT3560,52,Unemployed,Mobile App,Medium,1,2069,2.239,Website Activity,Yes,No,No,No,No,0
EXT3561,60,Unemployed,Mobile App,High,6,536,2.188,Email Activity,No,No,Yes,No,No,0
EXT3562,56,Professional,Mobile App,High,4,2085,4.254,Email Activity,No,No,No,No,No,0
EXT3563,56,Unemployed,Website,High,2,609,7.755,Email Activity,No,No,No,No,No,0
EXT3564,33,Professional,Mobile App,High,2,1568,3.366,Email Activity,No,Yes,No,No,No,0
EXT3565,23,Student,Website,High,9,40,3.712,Email Activity,No,No,No,No,No,0
EXT3566,47,Professional,Website,High,2,334,2.249,Website Activity,No,No,No,No,No,1
EXT3567,29,Professional,Mobile App,Medium,2,1712,2.134,Phone Activity,No,No,No,No,No,1
EXT3568,41,Unemployed,Website,Medium,5,1603,6.781,Website Activity,No,No,No,No,No,1
EXT3569,21,Student,Website,Medium,2,200,2.172,Website Activity,No,No,No,No,No,1
EXT3570,57,Professional,Mobile App,Medium,2,614,4.045,Email Activity,Yes,No,No,No,No,0
EXT3571,49,Professional,Mobile App,Low,3,114,2.005,Website Activity,Yes,No,No,No,No,0
EXT3572,57,Professional,Website,High,2,71,4.235,Phone Activity,No,Yes,No,No,No,0
EXT3573,19,Student,Mobile App,Medium,3,1459,8.046,Email Activity,Yes,No,No,No,No,0
EXT3574,57,Unemployed,Mobile App,High,2,83,2.167,Email Activity,Yes,No,No,No,No,0
EXT3575,45,Unemployed,Mobile App,Medium,7,1441,3.842,Email Activity,No,No,No,No,No,0
EXT3576,58,Unemployed,Mobile App,High,4,40,0.126,Email Activity,No,No,No,Yes,No,0
EXT3577,56,Professional,Mobile App,High,1,522,5.448,Email Activity,No,No,No,No,No,1
EXT3578,59,Unemployed,Website,High,1,616,3.386,Email Activity,No,No,No,No,No,1
EXT3579,56,Professional,Mobile App,Medium,2,253,2.726,Email Activity,No,No,No,No,No,0
EXT3580,21,Student,Website,Medium,2,1450,0.206,Website Activity,No,No,No,No,No,0
EXT3581,21,Student,Mobile App,High,3,407,2.211,Email Activity,No,No,Yes,No,No,0
EXT3582,58,Unemployed,Mobile App,Medium,2,256,2.217,Email Activity,No,No,No,No,No,0
EXT3583,53,Professional,Mobile App,High,3,1628,3.991,Email Activity,No,No,No,No,No,0
EXT3584,58,Professional,Mobile App,High,3,1802,2.195,Email Activity,No,No,No,No,No,0
EXT3585,20,Student,Mobile App,Medium,5,128,2.199,Website Activity,No,No,No,No,No,0
EXT3586,33,Unemployed,Website,Medium,1,438,3.053,Phone Activity,No,No,No,No,No,0
EXT3587,48,Professional,Mobile App,High,1,547,2.154,Email Activity,No,No,No,No,No,1
EXT3588,55,Professional,Website,Medium,1,72,1.692,Email Activity,No,No,No,Yes,No,0
EXT3589,56,Professional,Website,Medium,1,278,4.318,Website Activity,No,No,No,No,No,0
EXT3590,56,Unemployed,Website,High,1,66,2.092,Website Activity,No,No,No,No,No,0
EXT3591,57,Professional,Website,Medium,5,349,3.91,Website Activity,Yes,No,No,No,No,0
EXT3592,32,Unemployed,Mobile App,High,4,70,5.473,Email Activity,No,No,No,Yes,No,0
EXT3593,24,Student,Website,Medium,6,30,6.578,Phone Activity,No,No,No,No,No,0
EXT3594,56,Professional,Website,Medium,4,2266,2.026,Website Activity,No,No,No,No,No,1
EXT3595,20,Student,Mobile App,High,3,1997,3.059,Email Activity,No,Yes,No,No,No,0
EXT3596,49,Professional,Website,Medium,1,299,2.191,Phone Activity,No,No,No,No,No,0
EXT3597,60,Unemployed,Website,Medium,0,0,0,Phone Activity,No,No,No,No,Yes,0
EXT3598,58,Unemployed,Mobile App,High,2,66,2.046,Phone Activity,No,No,No,No,No,0
EXT3599,57,Professional,Mobile App,High,4,1052,2.104,Website Activity,Yes,No,No,No,No,1
EXT3600,32,Unemployed,Mobile App,High,7,646,7.465,Email Activity,No,No,No,Yes,No,0
EXT3601,19,Student,Mobile App,Medium,2,81,9.462,Email Activity,No,No,No,No,No,0
EXT3602,53,Professional,Website,High,3,74,2.215,Phone Activity,No,Yes,No,Yes,No,1
EXT3603,63,Unemployed,Website,Medium,4,94,1.855,Website Activity,No,No,No,Yes,No,0
EXT3604,45,Unemployed,Website,Medium,2,2294,3.877,Phone Activity,No,No,No,No,No,1
EXT3605,22,Student,Mobile App,Medium,2,2090,2.136,Email Activity,No,No,No,Yes,No,0
EXT3606,22,Student,Mobile App,Medium,1,9,1.837,Email Activity,Yes,No,No,No,No,0
EXT3607,60,Professional,Mobile App,Medium,1,895,2.061,Email Activity,No,No,Yes,No,No,0
EXT3608,58,Professional,Mobile App,High,3,316,3.387,Website Activity,No,No,Yes,No,No,0
EXT3609,56,Unemployed,Mobile App,High,1,68,5.517,Email Activity,No,No,No,No,No,0
EXT3610,48,Professional,Website,Medium,2,96,0.145,Phone Activity,No,Yes,No,No,No,0
EXT3611,19,Student,Mobile App,Medium,5,497,2.247,Email Activity,Yes,No,No,No,No,0
EXT3612,21,Student,Website,Medium,0,0,0,Email Activity,Yes,No,No,No,No,0
EXT3613,59,Unemployed,Mobile App,Medium,8,1868,2.098,Email Activity,No,No,No,Yes,No,0
EXT3614,56,Professional,Mobile App,Medium,9,514,2.141,Phone Activity,No,No,No,No,No,1
EXT3615,39,Unemployed,Website,Medium,5,73,3.641,Email Activity,No,No,No,No,No,0
EXT3616,47,Professional,Mobile App,Medium,5,339,2.058,Phone Activity,No,No,No,No,No,0
EXT3617,56,Professional,Website,Medium,3,161,2.107,Email Activity,Yes,No,No,Yes,No,0
EXT3618,41,Unemployed,Mobile App,Medium,2,1635,3.116,Phone Activity,No,No,No,Yes,No,0
EXT3619,60,Professional,Mobile App,High,2,1874,0.347,Email Activity,No,No,No,No,No,1
EXT3620,30,Professional,Mobile App,High,2,1817,2.133,Website Activity,No,No,No,No,Yes,1
EXT3621,59,Professional,Mobile App,Medium,2,86,2.036,Email Activity,No,No,No,No,No,0
EXT3622,58,Professional,Website,Medium,1,2097,5.108,Phone Activity,No,No,No,No,No,0
EXT3623,39,Unemployed,Website,Medium,1,2092,9.5,Website Activity,No,No,Yes,Yes,No,1
EXT3624,20,Student,Mobile App,Medium,6,391,0.225,Email Activity,No,No,No,No,No,0
EXT3625,43,Professional,Website,High,7,87,3.425,Website Activity,Yes,No,No,No,No,0
EXT3626,60,Unemployed,Website,High,0,0,0,Email Activity,No,No,No,No,No,0
EXT3627,51,Unemployed,Website,Medium,2,1509,4.365,Email Activity,No,No,No,No,No,0
EXT3628,55,Professional,Mobile App,High,2,2404,3.239,Email Activity,No,No,Yes,No,No,0
EXT3629,63,Unemployed,Website,Medium,1,1762,3.337,Website Activity,No,No,No,No,No,0
EXT3630,29,Professional,Mobile App,High,4,96,2.204,Email Activity,No,No,No,No,No,0
EXT3631,43,Professional,Mobile App,Medium,2,1846,3.031,Phone Activity,No,No,No,No,No,1
EXT3632,34,Professional,Website,Medium,1,1576,7.908,Email Activity,No,No,No,No,No,1
EXT3633,46,Unemployed,Website,Medium,2,1597,0.148,Email Activity,No,Yes,Yes,No,No,1
EXT3634,59,Unemployed,Website,High,5,2422,5.625,Website Activity,No,No,No,No,No,1
EXT3635,36,Unemployed,Website,High,2,2221,2.062,Website Activity,No,No,No,Yes,No,1
EXT3636,57,Professional,Website,High,1,26,2.192,Email Activity,Yes,Yes,Yes,No,No,1
EXT3637,57,Professional,Website,High,12,118,2.265,Email Activity,Yes,No,No,No,No,1
EXT3638,58,Professional,Website,High,6,51,2.027,Phone Activity,No,No,No,No,No,1
EXT3639,59,Unemployed,Mobile App,High,1,1718,1.883,Phone Activity,No,No,No,No,No,0
EXT3640,57,Professional,Website,High,5,653,2.259,Website Activity,No,No,No,No,No,1
EXT3641,30,Professional,Website,High,3,75,6.155,Website Activity,No,No,No,No,No,1
EXT3642,50,Unemployed,Mobile App,High,1,4,2.212,Email Activity,No,No,No,No,No,0
EXT3643,60,Professional,Mobile App,Medium,3,351,2.252,Phone Activity,No,No,Yes,No,No,0
EXT3644,34,Unemployed,Mobile App,High,3,2335,2.23,Website Activity,No,No,No,No,No,1
EXT3645,53,Unemployed,Website,High,3,1835,3.161,Email Activity,No,No,No,No,No,0
EXT3646,32,Professional,Website,Medium,8,490,2.211,Email Activity,No,No,No,Yes,No,1
EXT3647,22,Student,Website,High,2,40,3.661,Email Activity,Yes,No,No,No,No,0
EXT3648,58,Professional,Mobile App,Medium,3,2116,2.058,Email Activity,No,No,No,No,No,0
EXT3649,55,Professional,Mobile App,High,1,464,5.476,Phone Activity,Yes,No,No,Yes,No,0
EXT3650,58,Professional,Website,Medium,3,2283,3.793,Email Activity,No,No,No,No,No,1
EXT3651,48,Unemployed,Mobile App,Medium,1,686,2.185,Phone Activity,No,No,No,No,No,0
EXT3652,55,Professional,Website,Medium,5,268,0.147,Phone Activity,No,No,No,Yes,No,0
EXT3653,57,Professional,Website,Medium,2,2210,4.282,Email Activity,No,No,Yes,Yes,No,1
EXT3654,23,Student,Website,High,1,4,3.685,Website Activity,No,No,No,No,No,0
EXT3655,37,Professional,Mobile App,Medium,3,152,8.414,Email Activity,No,No,No,No,No,0
EXT3656,34,Professional,Website,Low,9,283,1.985,Website Activity,No,No,No,No,No,0
EXT3657,34,Professional,Mobile App,High,5,9,0.144,Website Activity,No,No,No,No,No,0
EXT3658,20,Student,Mobile App,High,2,420,3.457,Email Activity,No,No,No,No,No,1
EXT3659,44,Professional,Mobile App,High,3,2377,2.107,Email Activity,No,No,No,No,No,0
EXT3660,60,Professional,Website,Medium,6,92,1.977,Email Activity,Yes,No,Yes,No,No,0
EXT3661,56,Professional,Website,High,1,395,2.21,Email Activity,No,No,No,Yes,No,1
EXT3662,59,Unemployed,Website,Medium,2,631,2.01,Email Activity,Yes,No,No,No,No,1
EXT3663,36,Professional,Mobile App,Medium,3,38,3.174,Website Activity,No,No,No,Yes,No,0
EXT3664,59,Professional,Website,High,1,448,5.44,Email Activity,Yes,No,No,Yes,No,1
EXT3665,22,Student,Website,High,0,0,0,Phone Activity,No,No,Yes,No,No,0
EXT3666,23,Student,Mobile App,High,3,395,3.268,Phone Activity,Yes,No,No,No,No,0
EXT3667,40,Unemployed,Website,Medium,6,1771,2.214,Website Activity,No,No,Yes,No,No,0
EXT3668,24,Student,Website,High,2,1225,3.241,Website Activity,No,No,No,No,No,1
EXT3669,58,Unemployed,Website,Medium,3,380,3.781,Email Activity,No,No,No,No,No,0
EXT3670,58,Unemployed,Mobile App,Medium,6,442,2.168,Email Activity,No,No,No,No,No,0
EXT3671,57,Unemployed,Website,High,6,46,4.453,Phone Activity,No,No,No,No,No,0
EXT3672,57,Professional,Mobile App,Medium,4,471,5.627,Phone Activity,No,Yes,No,No,No,0
EXT3673,57,Professional,Website,High,3,753,3.524,Email Activity,No,No,No,Yes,No,1
EXT3674,56,Professional,Mobile App,High,4,217,2.29,Phone Activity,Yes,No,No,Yes,No,0
EXT3675,59,Professional,Mobile App,High,2,462,3.552,Email Activity,No,No,No,Yes,No,0
EXT3676,57,Professional,Mobile App,Medium,1,58,2.286,Phone Activity,No,No,Yes,No,No,0
EXT3677,59,Professional,Website,Medium,2,299,3.661,Website Activity,No,No,Yes,Yes,No,0
EXT3678,19,Student,Mobile App,Medium,7,60,0.224,Phone Activity,Yes,Yes,No,No,No,0
EXT3679,39,Unemployed,Website,High,2,571,3.976,Email Activity,No,No,No,No,No,1
EXT3680,52,Unemployed,Website,High,3,1667,3.674,Website Activity,No,No,No,No,No,1
EXT3681,60,Unemployed,Mobile App,High,5,1651,2.16,Website Activity,No,Yes,No,No,No,0
EXT3682,51,Professional,Mobile App,High,2,2070,5.5,Phone Activity,No,No,No,No,No,0
EXT3683,46,Unemployed,Website,High,2,241,2.156,Phone Activity,No,No,No,Yes,No,0
EXT3684,56,Professional,Mobile App,High,4,274,0.131,Phone Activity,No,No,No,No,No,0
EXT3685,59,Professional,Website,Medium,0,0,0,Email Activity,No,No,No,Yes,No,0
EXT3686,59,Professional,Website,Medium,4,2239,1.102,Website Activity,No,No,No,Yes,Yes,1
EXT3687,46,Professional,Website,Medium,5,274,0.283,Phone Activity,No,No,No,No,No,0
EXT3688,20,Student,Website,High,3,386,8.061,Email Activity,No,No,No,No,No,1
EXT3689,59,Unemployed,Website,Medium,2,1578,3.555,Website Activity,No,Yes,No,No,No,1
EXT3690,21,Student,Mobile App,High,6,1996,3.347,Email Activity,Yes,No,No,Yes,No,0
EXT3691,56,Professional,Website,Medium,8,180,8.007,Email Activity,Yes,No,Yes,No,No,0
EXT3692,47,Professional,Mobile App,Medium,2,37,0.231,Email Activity,No,No,No,No,No,0
EXT3693,62,Unemployed,Mobile App,Medium,1,49,4.319,Email Activity,No,No,No,No,No,0
EXT3694,58,Professional,Mobile App,Medium,1,2086,3.053,Email Activity,No,No,No,No,No,0
EXT3695,34,Unemployed,Website,High,3,1078,3.055,Email Activity,No,No,No,No,No,1
EXT3696,58,Unemployed,Website,High,7,140,3.388,Phone Activity,No,No,No,Yes,No,1
EXT3697,58,Professional,Mobile App,High,6,62,3.218,Email Activity,No,No,No,No,No,0
EXT3698,54,Professional,Website,High,2,2272,2.158,Email Activity,No,No,No,No,No,1
EXT3699,27,Professional,Mobile App,High,5,11,4.437,Email Activity,No,No,Yes,No,No,0
EXT3700,40,Professional,Website,High,2,394,3.335,Email Activity,No,No,No,No,No,1
EXT3701,46,Professional,Mobile App,High,12,85,3.688,Phone Activity,No,No,No,No,No,0
EXT3702,31,Professional,Website,Medium,5,296,5.8,Email Activity,Yes,No,No,No,No,0
EXT3703,56,Professional,Website,High,2,16,3.706,Email Activity,No,No,No,No,No,1
EXT3704,60,Professional,Website,High,6,745,1.986,Email Activity,No,No,No,Yes,No,1
EXT3705,37,Unemployed,Mobile App,Medium,2,84,3.817,Email Activity,No,No,No,No,No,0
EXT3706,21,Student,Website,Medium,2,269,2.181,Email Activity,No,No,No,No,No,0
EXT3707,60,Professional,Mobile App,Medium,2,76,2.841,Email Activity,No,No,Yes,No,No,0
EXT3708,45,Unemployed,Mobile App,Medium,2,65,2.327,Website Activity,No,No,No,No,No,0
EXT3709,44,Professional,Mobile App,Medium,2,1189,2.186,Phone Activity,No,No,No,No,No,0
EXT3710,47,Professional,Website,Medium,1,409,3.504,Email Activity,Yes,No,No,No,No,0
EXT3711,22,Student,Mobile App,Medium,1,1035,3.847,Email Activity,No,No,Yes,No,No,0
EXT3712,59,Professional,Website,Low,4,253,0.141,Phone Activity,No,No,No,No,No,0
EXT3713,47,Unemployed,Mobile App,Medium,2,88,3.106,Website Activity,No,No,No,No,No,0
EXT3714,58,Unemployed,Mobile App,Medium,2,323,1.939,Email Activity,No,No,Yes,Yes,No,0
EXT3715,55,Professional,Mobile App,Medium,3,2057,2.201,Phone Activity,No,No,No,No,No,0
EXT3716,60,Professional,Mobile App,High,7,577,2.141,Website Activity,No,No,No,No,No,1
EXT3717,60,Professional,Website,Medium,1,2086,0.221,Email Activity,No,No,No,No,No,1
EXT3718,24,Student,Mobile App,Medium,6,99,2.138,Email Activity,No,No,No,Yes,No,0
